#Testlevel

#Red Green Blue ;the higher the brighter ;>none< leads to no shadow
shadow:
none

time_mode:
DAY

spawnpoints:
#ID												;PosX;PosY	;Direction
exit											;07		;28			;east
default								;25		;23			;north
ladder									;31		;11				;north
elevator							;31		;34			;south
meteor_capsule	;24		;19			;east

tiledefinition:
#File name convention: inner if wall around player + direction ;outer if player can go around wall + direction of corner
#Naming: FChs_0  ShortName-[wall-hull-roof-floor]-[direction]-[number]
#layer: 0 => on floor ;1 => player hight ;2 => above player
#Floor
#code     ;name        ;spritename        										;blocker		;heightLayer		;fps ;totalFrames  ;cols ;rows ;frameWidth ;frameHeight ;hitboxOffsetX ;hitboxOffsetY ;hitBoxWidth ;hitBoxHeight ;lightning ;dialogueId ;dialogueFile ;unused0 ;unused1 ;unused2 ;unused3 ;unused4
black_    ;black							;img/void_64_64														;false				;0											;0			;0												;0				;0				;0										;0											;0													;0														;0										;0												;none 						;none							;none									;unused0 ;unused1 ;unused2 ;unused3 ;unused4
047 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;black_ ;black_ ;black_ ;black_ ;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;______;______;______;______;______;______;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
048 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;______;______;______;______;______;______;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
049 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;TRf__0;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
050 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
051 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
052 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
053 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
054 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
055 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
056 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
057 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
058 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
059 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
060 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_
061 ;black_  ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_ ;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_;black_

layer:
#			;001			 ;002				;003				;004				;005				;006				;007				;008				;009				;010				;011				;012				;013				;014				;015				;016				;017				;018				;019				;020				;021				;022				;023				;024				;025				;026				;027				;028				;029				;030				;031				;032    ;033    ;034    ;035    ;036    ;037    ;038    ;039    ;040				;041				;042				;043___ ;044___ ;045___	;000046	;000047	;000048 ;000049 ;000049 ;000050 ;000051 ;000052 ;000053 ;000054 ;000055 ;000056 ;000057 ;000058 ;000059 ;000060
001 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
002 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
003 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
004 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;TRwnw0;TRws_0;______;______;______;______;______;______;______;TRws_0;TRwne0;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
005 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
006 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;TRwnw0;TRws_0;TRws_0;TRwse0;______;______;______;______;______;______;______;______;______;TRwsw0;TRws_0;TRws_0;TRwne0;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
007 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
008 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;back_w;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
009 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;back_w;______;______;______;______;______;______;______;______;tender;______;______;______;______;______;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
010 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;cerex_;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
011 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;back_w;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
012 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
013 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;back_w;______;______;TRws_0;TRws_0;TRws_0;TRws_0;Wv_noB;______;Ev_noB;TRws_0;TRws_0;TRws_0;TRws_0;______;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
014 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;Wv____;shelfV;shelfV;______;Wv____;laddeD;Ev____;______;shelfV;shelfV;Ev____;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
015 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;back_w;______;speakR;Wv____;______;______;______;TRwsw0;TRws_0;TRwse0;______;______;______;Ev____;speakL;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
016 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;Wv____;______;______;______;ton_rd;ton_bl;ton_rd;______;______;______;Ev____;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
017 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCendL ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;______ ;______ ;______;back_w;______;______;Wv____;______;______;______;______;ton_rd;ton_bl;______;______;______;Ev____;______;______;back_e;______;______;______;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCendR;______;______;______;______;______;______
018 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCdocT ;______ ;______;______;______;______;Wv____;shelf_;______;______;______;______;______;______;shelf_;______;Ev____;______;______;______;______;______;FCdoLT;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
019 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCtr_0 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;dockTp ;TRws_0;TRwse0;______;______;TRwsw0;TRws_0;TRws_0;______;______;______;______;______;TRws_0;TRws_0;TRwse0;______;______;TRwsw0;TRws_0;dockTL;______;FCtr_1;______;______;carton;______;______;______;______;______;______;______;______;______;______;______;______;______;______
020 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
021 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCdocB ;dockBm ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;dockBL;FCdoLB;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
022 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRhs_B;fr_ne0;______;______;fr_nw0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;TRhs_0;fr_ne0;______;______;fr_nw0;TRhs_B;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
023 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;______;______;______;______;______;______;______
024 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;back_w;______;______;back_e;anten0;______;______;______;______;______;anten1;______;______;back_w;______;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
025 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
026 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;back_w;______;speakR;back_e;______;______;______;______;______;______;______;______;______;back_w;speakL;______;back_e;______;______;______;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCendR;______;______;______;______;______;______
027 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;SWdocT ;______ ;______;______;______;______;______;______;______;______;______;antena;______;______;______;______;______;______;______;______;______;______;FCdoLT;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
028 ;______ ;______ ;______ ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;frt__s ;______ ;dockTp ;TRws_0;TRwse0;______;______;back_e;______;______;______;______;______;______;______;______;______;back_w;______;______;TRwsw0;TRws_0;dockTL;______;FCtr_3;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
029 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;antenR;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
030 ;______ ;______ ;______ ;______ ;trigge ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;SWdocB ;dockBm ;______;______;______;______;back_e;______;masch1;______;______;______;______;______;______;______;back_w;______;______;______;______;dockBL;FCdoLB;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
031 ;______ ;______ ;______ ;bck_h1 ;bck_h1 ;bck_h1 ;bck_h1 ;bck_h1 ;bck_h0 ;SWhs_w ;SWhs_w ;bck_h0 ;bck_h1 ;bck_h1 ;bck_h0 ;SWhs_w ;SWhs_w ;bck_h0 ;bck_h1 ;bck_h1 ;______ ;______ ;TRhs_B;fr_ne0;______;______;______;______;masch1;______;______;______;______;______;______;______;______;______;______;fr_nw0;TRhs_B;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
032 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;back_e;______;______;______;______;______;______;______;______;______;back_w;______;______;______;______;______;______;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;______;______;______;______;______;______;______
033 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;back_w;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
034 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;TRwsw0;TRws_0;TRws_0;TRws_0;TRws_0;TRws_0;TRws_0;TRws_0;TRws_0;TRws_0;TRwse0;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
035 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCendL ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;FCwn_0 ;______ ;______ ;______;back_w;______;______;______;ton_rd;______;______;______;______;______;______;______;______;______;______;______;back_e;______;______;______;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCwn_0;FCendR;______;______;______;______;______;______
036 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCdocT ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;FCdoLT;FCtr_5;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
037 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCtr_4 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;dockTp ;TRws_0;TRwse0;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;TRwsw0;TRws_0;dockTL;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
038 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
039 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FCdocB ;dockBm ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;dockBL;FCdoLB;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
040 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;TRhs_B;TRhs_0;fr_ne0;TRws_0;door_H;______;TRws_0;TRws_0;TRws_0;TRws_0;TRws_0;TRws_0;TRws_0;door_H;______;TRws_0;fr_nw0;TRhs_0;TRhs_B;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
041 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;FChs_0 ;______ ;______ ;______;______;______;______;______;______;______;ton_bl;ton_bl;______;______;______;______;______;______;______;______;______;______;______;______;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;FChs_0;______;______;______;______;______;______;______
042 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;back_w;______;______;______;______;______;______;______;______;______;______;______;______;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
043 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;reacto;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
044 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;back_w;opFlor;______;______;______;______;______;______;______;______;______;______;masch1;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
045 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;spLock;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
046 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;back_w;______;______;______;______;______;______;______;______;______;______;______;______;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
047 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
048 ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______ ;______;______;back_w;______;______;______;______;______;______;______;______;______;______;______;______;______;back_e;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______;______
